date,année,île,site,île x site,identificateur,n° quadrat,genre,recouvrement %,observation 1,observation 2,observation 3,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,17,Napopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,18,Napopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,19,Napopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,20,Napopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,1,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,2,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,3,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,4,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,5,Pocillopora,1.23,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,6,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,7,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,8,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,9,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,10,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,11,Pocillopora,1.23,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,12,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,13,Pocillopora,2.47,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,14,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,15,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,16,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,17,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,18,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,19,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,20,Pocillopora,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,1,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,2,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,3,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,4,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,5,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,6,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,7,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,8,Porites,1.23,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,9,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,10,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,11,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,12,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,13,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,14,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,15,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,16,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,17,Porites,1.23,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,18,Porites,1.23,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,19,Porites,0.00,,,,,,
2012-05-22,2012,moorea,e2b,Moorea Entre 2 Baies,Yannick Chancerelle,20,Porites,1.23,1,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,1,Acropora,0.00,56,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,2,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,3,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,4,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,5,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,6,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,7,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,8,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,9,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,10,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,11,Acropora,1.23,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,12,Acropora,1.23,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,13,Acropora,1.23,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,14,Acropora,2.47,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,15,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,16,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,17,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,18,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,19,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,kiritimati,Christmas Island,Yannick Chancerelle,20,Acropora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,1,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,2,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,3,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,4,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,5,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,6,Astreopora,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,7,Astreopora,9.88,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,8,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,9,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,10,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,11,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,12,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,13,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,14,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,15,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,16,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,17,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,18,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,19,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,20,Astreopora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,1,Autres,11.11,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,2,Autres,6.17,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,3,Autres,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,4,Autres,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,5,Autres,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,6,Autres,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,7,Autres,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,8,Autres,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,9,Autres,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,10,Autres,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,11,Autres,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,12,Autres,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,13,Autres,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,14,Autres,3.70,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,15,Autres,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,16,Autres,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,17,Autres,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,18,Autres,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,19,Autres,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,20,Autres,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,1,Dipsastraea,16.05,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,2,Dipsastraea,17.28,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,3,Dipsastraea,39.51,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,4,Dipsastraea,17.28,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,5,Dipsastraea,20.99,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,6,Dipsastraea,23.46,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,7,Dipsastraea,7.41,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,8,Dipsastraea,7.41,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,9,Dipsastraea,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,10,Dipsastraea,25.93,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,11,Dipsastraea,7.41,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,12,Dipsastraea,3.70,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,13,Dipsastraea,16.05,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,14,Dipsastraea,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,15,Dipsastraea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,16,Dipsastraea,9.88,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,17,Dipsastraea,12.35,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,18,Dipsastraea,19.75,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,19,Dipsastraea,35.80,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,20,Dipsastraea,34.57,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,1,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,2,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,3,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,4,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,5,Favites,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,6,Favites,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,7,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,8,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,9,Favites,6.17,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,10,Favites,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,11,Favites,3.70,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,12,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,13,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,14,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,15,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,16,Favites,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,17,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,18,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,19,Favites,6.17,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,20,Favites,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,1,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,2,Fungia,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,3,Fungia,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,4,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,5,Fungia,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,6,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,7,Fungia,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,8,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,9,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,10,Fungia,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,11,Fungia,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,12,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,13,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,14,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,15,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,16,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,17,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,18,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,19,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,20,Fungia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,1,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,2,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,3,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,4,Herpolitha,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,5,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,6,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,7,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,8,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,9,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,10,Herpolitha,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,11,Herpolitha,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,12,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,13,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,14,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,15,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,16,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,17,Herpolitha,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,18,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,19,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,20,Herpolitha,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,1,Hydnophora,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,2,Hydnophora,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,3,Hydnophora,3.70,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,4,Hydnophora,3.70,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,5,Hydnophora,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,6,Hydnophora,3.70,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,7,Hydnophora,3.70,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,8,Hydnophora,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,9,Hydnophora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,10,Hydnophora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,11,Hydnophora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,12,Hydnophora,14.81,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,13,Hydnophora,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,14,Hydnophora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,15,Hydnophora,2.47,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,16,Hydnophora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,17,Hydnophora,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,18,Hydnophora,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,19,Hydnophora,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,20,Hydnophora,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,1,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,2,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,3,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,4,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,5,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,6,Leptastrea,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,7,Leptastrea,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,8,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,9,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,10,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,11,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,12,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,13,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,14,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,15,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,16,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,17,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,18,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,19,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,20,Leptastrea,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,1,Lobophyllia,1.23,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,2,Lobophyllia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,3,Lobophyllia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,4,Lobophyllia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,5,Lobophyllia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,6,Lobophyllia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,7,Lobophyllia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,8,Lobophyllia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,9,Lobophyllia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,10,Lobophyllia,0.00,,,,,,
2012-08-23,2012,kiritimati,Kiritimati,Christmas Island,Yannick Chancerelle,11,Lobophyllia,0.00,,,,,,
